applications,seats,placements_pct,ad_budget,courses,annual_fees,last_year_admissions,admissions
2582,1619,72.5,718443,10,225424,1440,1355
3000,2044,77.5,202016,10,244532,1552,1614
3000,1619,67.1,420715,12,188834,1130,1381
2676,1219,66.7,779333,11,193268,940,1081
1307,923,88.4,348104,10,184379,754,783
2066,1221,65.1,347533,6,183993,804,944
3000,2054,85.1,220422,12,100746,1722,1875
2916,1886,62.8,162313,7,170154,1449,1331
2015,1567,83.0,613019,9,142562,1023,1281
2789,1282,76.3,634422,7,152444,1092,1187
2687,1318,88.6,777689,5,166630,1138,1122
1572,954,75.3,636861,12,97469,800,806
1571,891,61.9,255214,6,137910,671,696
2404,1781,76.5,108884,12,86104,1441,1485
2129,1254,79.3,789515,7,246442,961,1083
2605,1397,76.9,325125,6,95742,1202,1051
2182,1309,82.6,304620,11,120242,1080,1042
3000,2006,73.5,732288,5,230976,1353,1709
2100,1185,67.9,501272,11,159474,999,957
1816,1204,70.0,234707,8,98737,1031,900
2037,1045,73.9,720149,8,142240,795,842
1984,1541,73.8,795220,8,95277,1407,1384
2224,1460,97.2,142409,6,110038,1318,1147
2147,1449,88.0,700821,7,84105,1018,1224
2677,1700,83.5,361171,6,151690,1566,1419
1693,864,81.6,457332,11,216161,676,670
2997,1836,80.4,738668,9,177545,1592,1578
1997,1012,80.4,780833,11,181110,905,970
1805,1041,79.3,268758,7,110102,834,822
1907,1292,78.3,233253,11,135181,994,1040
3000,2036,61.3,137972,11,222917,1883,1561
1549,1137,75.0,484494,5,90375,818,960
1309,972,76.1,89795,10,225138,707,753
2434,1471,72.0,376567,8,159646,1116,1353
1336,963,73.6,132836,7,221501,874,738
1403,1264,80.4,371763,12,130651,1178,991
3000,1794,84.1,108751,12,134298,1285,1568
2154,1296,80.4,681356,12,206531,1178,1106
2384,1499,83.9,231012,12,212374,1090,1170
2583,1194,84.1,316382,7,115188,1124,902
2596,1502,75.6,706435,8,245252,1245,1306
2269,1107,82.2,617312,11,89786,722,934
1231,982,64.0,237708,5,86988,648,689
2465,1428,74.9,131768,6,179213,991,1051
2690,1309,74.0,595285,6,201480,925,1063
2342,1345,90.3,361306,11,243155,1184,1182
2689,1423,80.7,631578,11,145866,1020,1261
2102,1393,67.3,400612,10,79426,1310,1098
1854,1543,82.8,329122,12,180507,1297,1289
3000,2050,85.3,404868,7,125697,1758,1647
2075,1353,77.3,618962,8,150766,968,1137
1684,820,83.5,729599,11,160482,753,696
1851,1353,58.0,115832,11,86290,1151,964
2587,1196,56.4,457360,9,160047,1088,965
3000,1424,68.6,103642,5,149606,1334,1088
1241,904,79.2,417255,6,199695,622,763
1470,991,90.3,717404,5,187992,673,865
1701,816,69.0,340345,5,107413,727,622
3000,1943,71.2,751364,10,111074,1768,1520
1893,1192,78.7,534038,12,118926,984,1054
1779,1224,74.1,752592,5,106316,930,1032
1558,928,73.6,625160,8,190012,785,816
3000,1953,74.6,154473,10,249025,1449,1562
1921,1371,88.5,246429,11,189119,989,1232
1582,828,86.9,363803,8,181169,659,675
2221,1920,78.2,202477,10,146737,1373,1492
2116,1833,91.2,436336,8,129702,1457,1566
1587,1041,82.1,419385,10,234438,975,899
1535,1031,87.2,768507,10,244575,930,914
2298,1588,71.1,392284,7,161936,1481,1121
3000,2107,72.8,645651,8,125785,1879,1548
2200,1514,72.7,758176,7,209771,1145,1233
2043,1558,77.3,711432,11,98180,1392,1321
2306,1601,78.5,230241,12,208978,1484,1126
3000,1575,80.6,437142,12,218316,1471,1324
2367,1525,93.8,330373,10,96858,1304,1312
1588,999,83.8,367898,12,245951,713,824
3000,1744,73.9,339781,6,247465,1154,1401
1916,878,78.0,674979,10,238926,609,784
2397,1755,90.0,405540,6,161806,1649,1278
3000,1655,84.3,457060,6,118063,1305,1414
3000,1996,89.9,787362,6,176852,1809,1645
2238,1266,74.1,123185,6,148488,1000,951
1652,1380,72.3,431330,12,111041,1171,1064
3000,1739,72.4,637324,8,149143,1143,1540
1461,1248,74.8,188837,9,191181,905,881
1556,886,69.5,520303,8,87410,692,782
1722,900,80.4,252415,11,133348,755,841
2439,1831,80.5,704531,9,78114,1284,1401
3000,1644,88.7,315512,8,206162,1446,1299
2293,2023,63.9,316925,11,187121,1536,1622
1797,886,70.4,510700,12,85968,793,700
1353,842,84.4,212165,6,243829,572,649
1617,1207,79.5,285120,5,78959,1031,943
1825,1463,78.4,379975,10,178243,1080,1119
3000,1840,88.1,334619,9,210864,1635,1514
1117,947,69.9,457912,5,212882,730,778
1419,1076,72.2,511741,6,81000,914,850
1529,1031,71.2,488001,9,233623,959,779
2076,1165,61.9,551001,5,235729,764,994
3000,2051,79.1,301580,8,173243,1340,1765
1529,1235,73.8,171027,11,159365,1088,975
1700,1198,72.1,627781,6,82852,1011,913
2772,2034,70.7,692562,8,173342,1501,1586
1733,1298,77.9,265044,8,146641,1036,859
2078,1339,71.6,373106,6,210241,887,1009
2553,1362,79.8,438970,9,145680,964,1200
1662,1241,81.7,463995,10,194627,965,974
3000,2084,75.6,554833,7,92746,1876,1593
2405,1572,75.1,109954,7,98267,1248,1274
2498,1149,79.5,599463,10,99449,949,1050
3000,2175,77.8,124619,12,82967,1984,1639
2612,1319,88.6,417168,6,169733,980,1128
2927,2143,80.5,675923,7,213944,1843,1690
1101,937,86.8,404875,10,181822,851,746
2594,1791,82.9,187345,5,175617,1273,1215
1626,1167,67.5,789224,10,194109,883,1002
3000,2043,73.5,720286,12,134438,1928,1729
3000,2160,77.6,635346,9,138342,2041,1724
3000,2046,84.9,376288,11,129997,1467,1671
2352,1159,93.4,212369,10,199619,776,948
2573,1720,74.1,757816,8,103287,1258,1376
2094,1128,78.4,463293,8,77279,868,952
2543,1761,84.4,693696,11,179334,1378,1488
1473,1262,77.5,326308,6,239917,1055,967
3000,1745,91.2,321408,8,181646,1605,1304
1957,1762,67.2,789589,5,212011,1320,1415
2534,1635,83.4,455720,10,192738,1480,1339
1416,968,83.3,181301,11,162051,656,729
1893,1016,87.2,238166,5,200719,673,836
2287,1177,78.5,427000,6,219218,943,834
1317,918,85.1,110579,8,114328,613,689
1971,989,76.0,413024,11,133823,759,837
2229,1566,71.6,381637,7,114152,1439,1392
1860,1169,70.4,641122,10,154130,845,894
1801,948,66.5,335558,7,229886,817,751
2702,1451,74.5,787435,9,135411,1075,1292
3000,1569,80.5,210154,6,140532,1041,1243
1581,1173,76.3,505510,9,225564,958,881
2889,1580,79.6,144583,7,165191,1423,1195
1698,959,87.9,608382,7,168704,741,697
2423,1150,73.9,796223,7,225640,960,989
2685,2111,96.7,669780,9,160842,1942,1668
3000,2111,84.0,480107,11,194273,1872,1804
2917,1691,76.4,429014,6,89988,1198,1304
2873,2049,76.2,681222,12,106261,1783,1662
2144,1322,69.9,753901,10,145766,1058,1131
1938,1321,77.8,792229,12,161597,1154,1163
2748,1582,60.7,365508,11,244003,1263,1324
2228,1072,88.0,793461,10,244864,738,943
2995,1735,55.5,192267,5,223959,1424,1272
1763,982,78.3,262556,12,130230,783,730
2150,1287,68.8,144092,5,243705,1037,1059
1902,1645,72.4,275652,12,195635,1503,1212
1252,923,73.4,632915,7,143765,848,786
2928,1784,93.4,694106,6,197793,1402,1598
2290,1589,69.2,640803,12,77891,1250,1358
1577,1213,85.3,534367,6,100577,976,974
3000,1995,87.3,450056,8,220195,1608,1606
3000,2111,59.3,590267,8,187975,1974,1673
2055,1485,73.1,361400,11,138734,1255,1045
1469,912,89.9,685742,12,162617,669,799
2103,1687,67.5,567577,9,233400,1366,1481
1953,921,87.6,582419,12,185526,772,795
3000,2045,77.9,465874,12,144676,1722,1687
1574,838,77.5,717365,8,96057,692,674
1577,1296,78.6,261451,11,126406,912,1035
3000,1579,80.7,354426,10,246210,1042,1239
3000,2056,70.4,639903,10,151539,1545,1790
3000,1742,75.9,434779,11,157572,1356,1535
1162,948,81.0,720234,9,162255,634,863
3000,1821,79.4,329408,5,229718,1629,1305
2946,1460,80.8,345918,7,180687,1100,1241
1910,1101,72.3,719890,6,196393,1017,954
3000,2183,83.1,414347,5,143147,1520,1691
1664,1037,79.0,451610,11,80090,692,919
2432,1446,65.4,319590,10,237920,1149,1170
1663,1462,73.7,279202,5,241097,1033,1206
1866,1035,70.8,552283,9,241102,964,789
1192,1002,70.7,166285,7,240145,654,713
1665,1055,74.2,713076,10,217667,816,899
1986,1397,82.9,641026,9,194804,1296,1258
2484,1461,73.0,217339,11,222789,1118,1190
1289,1034,79.8,579694,5,180096,701,785
3000,2168,78.5,513896,6,98515,1606,1939
2632,1333,71.8,212865,8,143463,1066,1029
2123,1659,75.2,276707,9,244977,1170,1217
1906,1569,84.9,374470,10,136449,1239,1207
1688,1340,79.2,583455,5,226870,1207,992
2090,1012,82.4,539881,8,91312,923,741
2121,1262,88.2,463209,8,133482,839,1043
1993,1235,81.5,633256,5,136417,862,927
1317,1082,62.6,625715,7,84030,793,876
1609,887,80.2,524859,5,95842,735,771
3000,1867,73.1,646633,10,108804,1416,1600
2534,1260,92.5,320670,11,221618,1138,1067
1926,1077,81.2,714500,6,86095,932,831
1443,1220,73.2,522735,10,127273,830,1038
2663,2176,82.5,672102,11,76781,1822,2054
1726,1495,78.7,473321,8,196735,1022,1303
1818,1314,64.3,237276,6,183553,955,897
1876,1502,84.9,470535,9,187872,1056,1222
1134,818,74.8,347200,8,140517,574,633
1252,822,89.4,582199,12,111447,686,691
2590,1212,77.0,422572,7,201056,993,992
3000,1853,89.5,682001,5,216946,1302,1770
1831,907,81.4,568212,9,99255,859,776
3000,2190,85.8,572872,12,160195,1701,1809
2575,2104,74.1,236352,10,118525,1429,1662
3000,1951,80.8,788660,6,104419,1339,1528
2878,2052,64.2,686006,9,203507,1693,1606
3000,1934,77.0,648084,12,169167,1825,1741
1379,935,66.1,317755,12,112832,768,748
2551,1161,68.9,465655,12,129250,1085,1087
2792,2009,70.9,178714,7,244164,1574,1547
1306,928,83.3,467703,5,223519,725,688
3000,2084,76.8,185040,9,228991,1667,1452
1481,1314,78.3,478187,10,155502,1129,1128
2329,1248,76.6,547080,6,184166,949,963
3000,1927,86.6,360941,9,140934,1752,1465
3000,2047,78.0,438952,5,88600,1349,1573
3000,1673,80.0,710470,10,145187,1308,1528
2764,1272,73.4,158165,9,178947,1022,978
2148,1833,87.2,650048,6,125250,1525,1441
2206,1101,87.8,202943,5,223391,807,945
1865,1030,77.7,106430,7,101443,802,849
3000,1722,73.3,213614,7,139248,1370,1481
2345,1889,65.1,630831,8,96858,1617,1645
3000,1736,71.1,371691,9,145846,1531,1483
1987,911,60.7,708215,6,81941,794,717
3000,1836,70.7,457789,9,122696,1382,1544
2056,1299,80.9,96020,5,145129,1234,1066
1980,1731,77.6,596034,8,158679,1566,1570
2093,1397,96.6,159368,6,170147,1017,1119
2075,1033,75.0,648353,9,123123,732,854
2622,1401,74.4,201034,6,166532,1043,1027
1787,1113,86.5,328721,5,164076,874,943
1584,1365,62.6,628115,8,130331,1236,1042
2880,1835,66.1,767047,6,220285,1621,1524
1629,1008,83.3,347432,5,170487,913,758
3000,1837,76.4,677168,7,133147,1344,1520
3000,2200,76.6,217370,6,240784,1822,1731
2659,1843,70.5,661169,8,222895,1355,1540
2326,1386,79.9,553396,11,246953,946,1220
2127,1814,71.5,218775,10,196141,1551,1267
3000,1893,78.6,297803,10,141189,1312,1508
3000,2034,68.7,174875,6,124151,1730,1481
3000,1924,76.5,355736,6,191081,1625,1423
2232,1497,94.2,226627,5,246643,1337,1130
1723,931,74.6,543679,9,184675,644,733
3000,1955,76.9,796044,10,229283,1730,1716
3000,1843,76.4,88647,12,132593,1750,1479
1862,1335,79.4,469462,9,146217,1209,1145
2624,1813,81.7,493040,10,233598,1587,1528
1270,1026,80.1,738230,6,207452,871,860
3000,1977,80.2,444324,12,246747,1535,1647
1854,1621,76.6,471465,8,210584,1409,1347
2935,1670,78.8,419590,8,153490,1448,1186
2476,1204,76.3,273611,11,167937,1011,977
2082,1001,63.5,120341,10,232590,890,789
1334,837,98.0,374234,12,171538,657,786
2795,1741,83.8,117866,10,119695,1195,1276
1169,987,70.2,476355,5,151233,807,710
3000,1880,79.8,301251,6,165355,1371,1268
3000,1740,67.2,464194,6,91926,1332,1261
2523,1843,74.0,176694,11,205158,1208,1418
1676,1072,66.1,751494,9,94137,820,857
3000,1942,77.6,724055,5,145861,1734,1543
2854,1382,65.3,216797,7,215809,1123,1072
1798,1315,81.1,327280,8,156825,859,1082
3000,2044,83.5,521715,8,222353,1617,1688
1738,1325,71.4,148894,6,134829,977,991
1376,1135,79.3,335289,11,242586,900,930
3000,1497,71.0,260801,12,111657,1155,1074
3000,1878,82.1,739172,5,81696,1746,1594
2515,1299,72.5,693808,7,227675,860,1089
1960,1699,84.3,497480,8,206635,1453,1380
3000,1565,63.5,454649,5,115597,1417,1191
2112,1335,70.0,750123,7,247330,1252,1099
1419,961,69.1,751348,10,162899,676,827
2370,1393,79.6,777918,6,241436,1127,1298
1150,958,82.4,170273,9,163380,635,661
3000,2011,80.2,195602,8,157578,1608,1627
1495,859,73.9,567250,8,153599,591,762
2237,1714,55.6,469833,7,133603,1545,1206
2800,2142,78.3,93295,9,168398,1465,1614
1316,1010,84.3,124622,12,154197,812,809
1401,1205,98.0,719418,10,81431,972,1169
2555,1463,74.6,705587,5,120576,1377,1376
3000,1932,72.7,337235,6,112296,1635,1385
2125,1899,80.6,721556,5,226801,1398,1531
1547,1341,76.0,507446,7,179802,969,1082
3000,2137,88.2,660252,12,208645,1471,1906
3000,1797,71.5,387750,12,242445,1576,1481
2831,1940,76.0,161647,8,187707,1663,1399
2562,1726,85.0,392283,10,246957,1438,1330
2927,1667,80.5,409256,8,129559,1104,1233
1147,818,87.3,476680,5,107597,719,580
1390,1231,74.5,156020,10,145579,1037,842
2938,1539,88.1,793809,11,157390,1445,1465
3000,2173,64.7,255779,6,231688,1795,1712
1708,982,65.0,222958,7,172990,728,779
1747,912,88.2,459298,6,126132,697,748
3000,2006,78.1,466790,12,204961,1410,1656
1698,1280,85.4,396671,7,163521,1110,1011
2929,1969,78.8,635762,12,103373,1698,1517
2019,1630,77.9,451991,6,175943,1158,1343
2406,1936,67.4,518981,11,234494,1350,1642
2880,1562,77.8,601097,5,222459,1051,1202
2607,1275,88.9,98018,9,177692,1178,951
3000,1562,78.5,490864,10,140990,1125,1336
3000,2126,83.5,716620,7,90221,1601,1829
2305,1770,83.2,92520,5,157189,1299,1397
2212,1819,69.9,371731,8,206614,1408,1542
3000,1941,84.9,746884,8,138048,1677,1563
1667,960,75.5,334271,6,116203,875,755
2136,1200,75.9,410285,12,237991,846,933
1954,997,94.8,786710,8,218772,853,844
3000,2083,82.8,223513,12,186698,1574,1627
2944,1459,72.9,126984,9,98937,1378,1247
2173,1870,78.5,698784,7,100359,1383,1646
2303,1198,78.3,705295,6,93063,781,1011
1786,877,91.5,419896,7,182852,706,641
1306,923,78.3,450229,7,95223,642,759
1577,874,95.7,681781,11,222460,580,792
1353,936,67.6,611763,5,248769,804,704
3000,1401,77.7,270907,8,139111,1218,1184
1860,1636,71.9,92163,10,154392,1290,1150
2257,1299,74.0,425384,7,199542,1108,1098
1202,937,74.2,698417,12,239002,760,802
1599,849,72.3,725001,9,231466,712,662
2292,1772,91.8,768483,11,85079,1469,1518
1431,1053,89.4,713286,12,104588,895,925
2481,1509,81.2,497631,9,207055,1071,1274
2869,1362,74.2,400116,12,195556,995,1203
2074,1556,72.5,637892,10,98313,1217,1377
1694,1346,83.9,612672,8,162861,1055,1101
3000,2125,80.4,467463,8,211643,1875,1784
2841,1721,76.8,142876,6,113287,1308,1456
2902,1380,82.3,746779,6,227475,964,1119
2739,2172,85.1,408034,12,84270,1576,1721
1535,848,76.8,341600,6,211884,606,605
2327,1716,71.7,533289,8,182768,1492,1327
2414,1897,67.4,565163,7,130160,1501,1528
2783,1503,80.0,231695,12,201163,1296,1064
1858,1060,95.3,682596,5,211914,821,935
2230,1155,69.1,288755,10,238432,1059,896
3000,2083,86.8,214412,11,139361,1969,1667
2289,1437,72.6,372608,10,195053,1223,1070
2384,1542,74.2,606003,10,180458,1402,1276
3000,2118,85.3,775130,6,166911,1699,1977
2571,1809,76.0,662683,5,230823,1683,1443
2464,1730,80.0,757051,9,75554,1556,1283
2146,1440,79.8,181236,8,124370,1364,1207
2738,1591,72.6,131247,9,169199,1332,1273
2942,2136,85.2,481547,6,106201,1888,1743
2973,1411,77.5,289014,7,233877,1147,1171
2239,1608,66.9,676200,11,188329,1170,1340
3000,2005,70.9,563831,11,158630,1517,1819
1803,1485,55.0,778924,6,217573,1364,1240
3000,2187,78.4,263450,5,153905,1458,1633
2070,987,88.4,429765,11,172764,817,915
2294,1784,69.6,440893,6,75481,1359,1553
2916,1347,82.7,252207,10,138998,1032,1162
2436,1524,81.4,504867,7,99288,1395,1281
3000,1725,72.0,399166,7,195696,1563,1303
3000,1675,90.3,401640,8,158830,1390,1450
2029,1417,75.8,341170,8,127808,1037,1147
1586,1213,94.1,92189,10,156871,961,957
3000,2165,64.9,455909,12,111685,1672,1814
2456,2043,75.8,321378,12,236890,1545,1635
2142,1702,76.8,80950,7,84445,1159,1321
1169,962,77.7,301719,12,226448,782,816
3000,2043,83.7,280612,10,164488,1513,1506
2111,1069,98.0,363283,7,183316,907,844
1797,1431,81.6,174933,12,127956,1067,1063
2120,1705,78.2,445532,12,244172,1329,1558
3000,2005,69.2,578557,12,124324,1335,1725
1322,1004,62.9,533734,5,178054,952,818
1667,1381,87.4,658704,12,248848,1108,1260
2105,1640,73.6,405446,12,229192,1078,1236
3000,2051,98.0,453746,6,168858,1666,1493
2795,1395,84.9,663489,8,248316,1271,1200
1562,1049,80.7,387945,5,197740,925,878
3000,1674,81.2,585152,11,111523,1440,1412
1683,995,81.2,392914,12,145979,688,758
2747,1489,72.4,380770,12,133536,1262,1155
3000,1893,64.0,627348,6,135202,1666,1412
2576,1438,73.6,205883,12,208080,1182,1105
2049,1471,77.9,323782,12,177246,1350,1100
2316,2026,72.8,241404,12,81666,1485,1594
3000,1971,67.7,338559,8,228553,1424,1484
3000,1743,72.0,245870,11,126939,1588,1441
1723,998,86.3,497172,10,249488,836,793
2602,1291,84.0,654683,11,241983,840,1144
3000,1695,79.4,646361,5,239593,1281,1408
1204,941,82.7,342441,12,216947,854,782
3000,2136,68.9,791907,9,113607,1406,1849
1775,964,71.6,507575,11,168211,628,832
2424,1113,80.5,367568,9,114253,817,964
1791,820,70.0,681588,8,120443,758,714
3000,1905,78.9,605509,5,181917,1753,1590
2673,1954,67.9,619478,11,82146,1574,1543
3000,1783,64.8,221220,12,244655,1455,1473
1344,1104,83.9,417194,6,235768,828,840
2292,1170,86.2,700516,11,141634,846,1014
3000,1652,73.0,442907,12,165199,1478,1297
1799,1183,65.8,572086,6,156571,807,892
2231,1244,60.3,503312,5,229385,990,959
1926,1224,92.7,686497,9,195505,1029,1047
1518,960,78.9,284884,5,123669,654,710
2884,2001,73.1,494342,12,153197,1613,1647
2768,1428,75.1,168729,9,150069,1176,1138
3000,1694,62.7,576952,9,242884,1478,1336
2752,1289,83.0,607017,10,105679,929,1259
2347,1816,94.0,110843,10,90676,1340,1468
2322,1126,71.7,566569,6,229108,924,934
2670,1397,97.1,378577,8,231920,1320,1131
2500,1814,77.1,169350,7,227554,1297,1399
1277,1088,91.3,382333,5,164421,1029,880
1942,1392,80.5,219848,9,190455,1203,1092
2886,1372,80.4,379203,12,173589,1232,1247
3000,2177,92.8,356724,5,87153,1474,1563
1566,827,84.3,611642,8,179271,612,689
2424,1753,81.0,637435,12,77382,1170,1552
1592,842,62.5,517061,8,131873,641,642
1382,1222,65.9,96335,7,238151,1154,797
1477,976,81.7,750336,12,128208,665,823
2376,1328,89.7,574088,11,239470,1087,1218
2225,1765,79.0,104621,7,118773,1150,1255
1999,997,73.3,669560,9,130048,861,831
1914,1409,63.3,224192,10,184971,999,1104
2983,1641,71.7,497039,11,208285,1130,1313
2554,1652,79.0,415977,7,162743,1241,1291
1441,821,71.1,382284,10,229370,724,636
2357,1935,70.3,720594,11,82042,1320,1559
2103,1880,77.6,394900,10,236384,1352,1388
3000,1889,89.6,134248,9,109354,1233,1476
2292,1641,83.5,761580,12,229742,1543,1514
1795,897,80.3,742785,6,145151,742,841
3000,1967,79.5,572792,12,220732,1703,1784
1644,1234,82.4,416883,10,192541,1043,1013
1998,1436,77.1,146859,12,105790,996,1243
3000,1909,74.7,649339,9,235658,1582,1815
2999,1387,83.9,134344,7,117966,956,1111
2409,1143,76.2,129393,5,117725,881,825
3000,2117,68.5,466916,7,217481,1737,1811
2705,1370,89.5,195292,12,93528,1120,1052
1762,1410,63.0,85566,8,113856,967,970
2267,1042,90.1,384642,7,163144,688,759
2939,1360,82.1,178796,6,220333,1210,1125
2252,1759,70.2,195571,9,100810,1526,1137
1188,831,78.2,135376,10,170842,561,686
1440,1190,74.6,227668,8,199467,819,1019
1505,1076,84.5,595149,9,225604,988,994
2659,1331,84.3,662428,9,238724,1172,1069
2997,1977,81.7,405824,10,212312,1876,1433
1415,1182,84.0,444719,11,189245,858,930
2792,1891,77.1,103512,7,150884,1506,1519
3000,1683,92.1,129908,5,94619,1213,1427
1816,1013,87.8,265449,11,199204,848,868
1830,1175,74.2,471607,8,248729,804,981
1980,1543,84.5,612477,10,203933,1062,1478
2211,1012,83.8,515602,6,77924,680,821
1759,878,75.9,362332,6,161845,753,672
2012,1427,75.3,165193,5,182563,1139,991
1651,1403,87.7,642157,5,195693,1172,1186
1838,1581,77.9,341926,7,200952,1445,1218
2218,1800,80.1,609959,6,172669,1570,1540
2572,1479,89.2,449345,8,114088,1166,1200
1818,857,98.0,611837,12,239885,810,793
3000,1849,73.8,733248,10,196917,1455,1538
3000,1680,76.2,743141,5,116447,1149,1398
1982,1246,78.6,465277,5,131406,1181,996
1626,865,78.8,448286,5,236337,568,628
3000,2077,81.0,271288,12,230310,1693,1659
2411,1867,74.1,753776,10,145901,1387,1625
2875,1920,67.9,409702,8,81704,1538,1420
3000,1811,92.0,171866,6,83487,1481,1608
1208,1026,82.9,391548,12,124686,741,836
2356,1573,74.7,171478,12,185096,1285,1187
2495,1478,81.5,441823,11,177234,1296,1182
3000,1400,92.7,484118,8,185920,1022,1290
1911,1178,71.7,323184,10,200525,901,890
3000,2001,79.7,131588,8,78331,1462,1574
2376,1508,66.9,759323,7,93390,1351,1318
2185,1106,77.1,636814,11,137910,959,982
2769,1578,82.9,683994,10,102100,1438,1317
2704,1303,69.1,344145,11,88181,913,1113
1656,1067,76.5,627798,11,187169,717,908
1424,807,84.4,429468,5,217684,553,587
2343,1307,82.7,224780,6,206710,913,1112
1988,1275,68.7,169585,11,217982,1033,949
2669,2120,81.0,328437,7,191525,1996,1647
1158,963,82.5,179038,7,203685,729,754
1436,1284,78.9,798754,10,122561,1204,1056
3000,1895,86.7,115416,9,248776,1253,1564
1858,1366,73.3,397623,12,107054,1268,1027
2271,1704,81.3,405507,5,112536,1200,1297
2593,1358,68.7,296455,6,125561,1254,1145
1506,1037,65.2,491373,6,245683,692,815
3000,1927,84.2,187983,6,247951,1801,1400
2600,2033,78.2,644417,12,214106,1444,1721
2917,1353,74.3,319362,10,185085,1002,1127
3000,1627,69.5,505767,5,166011,1297,1177
2598,1267,84.6,595260,11,244859,968,1203
3000,2091,65.9,720110,11,196734,1778,1933
2297,1185,85.9,681767,10,240328,1117,1042
1981,1574,81.6,517983,6,130396,1309,1253
1827,1647,66.3,359643,12,133411,1427,1292
1331,1186,79.0,442307,11,224577,802,1012
2925,1676,98.0,633489,8,101225,1405,1497
1694,1058,87.5,711833,8,240537,832,922
1807,1082,71.4,154723,12,163808,991,924
1000,839,83.7,357097,12,237122,643,729
2011,1285,66.7,638804,5,133939,1097,973
3000,1728,67.0,390789,6,200293,1241,1433
1617,1019,77.5,319204,10,159503,742,877
3000,1952,82.4,376152,12,184691,1489,1636
2460,1814,84.5,514048,12,163265,1345,1575
3000,1823,84.6,799860,9,244245,1324,1562
2467,1412,82.0,434955,12,196118,939,1099
2300,1727,65.1,230116,9,118981,1556,1476
2023,1487,77.5,197250,9,234193,995,1054
2529,1412,85.7,110492,8,126455,1294,1232
2132,1059,81.5,482348,10,140031,728,891
2786,1789,79.5,472092,9,92872,1198,1579
2443,1765,80.6,227768,6,232494,1445,1366
2393,1165,80.5,580637,6,125070,933,1031
2466,1343,62.3,613597,9,120311,1071,1134
2307,1448,87.2,266551,7,236046,1191,1109
2640,1613,77.1,327752,9,215967,1187,1303
2436,1839,83.7,793140,7,99689,1561,1550
3000,1952,59.6,349470,5,209632,1563,1542
2054,1374,91.3,627777,5,234781,1031,1162
3000,1932,68.7,405962,6,88739,1735,1541
2950,1812,98.0,651208,10,219413,1573,1496
2401,1469,95.0,633697,8,170799,1128,1173
1840,1068,67.4,560784,10,192110,966,883
3000,1985,84.5,695440,6,161250,1838,1689
3000,2083,69.9,756237,6,197116,1689,1609
2750,1723,72.9,497588,10,80967,1231,1461
3000,1925,73.1,250978,8,208474,1780,1559
1825,1046,81.6,367013,6,80835,739,850
1527,930,80.6,625980,11,154677,618,794
1511,1152,68.4,548636,11,101419,862,863
1602,995,81.5,208015,8,219125,864,720
2369,1729,76.4,116892,6,129891,1603,1335
3000,1821,63.4,571732,11,154466,1532,1418
2121,1444,74.5,260777,5,150031,1351,1052
2203,1026,91.3,439763,7,210188,695,877
2530,1500,74.8,617658,6,159200,1002,1388
1910,1064,63.3,485120,7,213068,884,827
3000,2195,84.5,139978,9,87864,2063,1936
1795,1445,70.6,213618,11,108529,1157,1110
1529,1010,79.7,237916,6,171518,672,814
2660,2200,76.6,265662,5,240740,1576,1780
3000,1742,92.1,487090,8,88083,1260,1558
3000,2187,76.6,442855,5,82540,1643,1763
2456,1256,68.8,226275,7,102396,833,964
2046,1524,74.2,128639,8,187202,1404,1218
2625,2049,68.2,203431,5,144824,1649,1567
2755,1781,76.3,788755,5,219472,1516,1454
3000,1954,92.2,417354,5,87588,1309,1730
2610,1387,88.0,704489,10,109372,924,1249
1990,1275,94.3,691102,12,127505,1053,1077
2979,1785,81.8,448294,8,184678,1635,1387
2505,2100,79.1,588815,5,194905,1698,1896
2085,955,70.0,218781,12,96736,872,743
3000,2041,80.2,575646,11,240166,1823,1790
1398,989,77.0,276117,11,134683,665,805
3000,1780,84.2,679085,5,199805,1265,1561
1641,1345,69.0,140281,7,166736,1140,1128
1816,840,78.4,636660,5,113983,658,746
1429,1106,65.4,151955,11,223090,815,885
3000,1742,80.7,714456,5,218192,1351,1449
1558,1137,83.4,299027,9,144313,891,869
3000,2137,65.0,551163,12,178006,1973,2001
3000,1898,67.3,431002,8,120119,1293,1502
3000,1752,67.6,343738,9,195724,1286,1378
1914,1078,76.6,544718,12,129080,875,927
3000,1999,66.8,762217,12,222714,1718,1714
2011,1695,89.0,109714,10,113042,1422,1458
1569,1072,81.5,741574,7,77591,1000,935
2246,1636,82.8,518539,12,121989,1454,1262
3000,1419,65.3,661266,9,108434,1159,1142
2539,1661,88.3,356390,10,163950,1187,1367
3000,1730,83.2,419727,6,110648,1359,1495
2016,1088,72.5,705573,8,208558,934,837
2031,1523,65.7,378691,5,117240,1373,1200
2306,1692,77.4,464955,9,198719,1587,1431
1509,1071,74.3,94540,9,176232,891,861
2932,1889,74.6,194191,5,247594,1526,1431
1741,1282,72.4,542014,5,249983,840,1086
1946,1735,83.8,596223,7,227167,1165,1350
2164,1047,57.2,499473,9,207997,730,893
2065,955,89.4,183183,9,142630,636,775
2760,1870,86.0,400692,11,206823,1440,1550
1845,1253,79.7,335668,12,242418,941,1021
1108,1000,76.8,436876,6,79091,841,816
1706,923,86.7,706637,11,169135,748,760
1606,800,77.7,638620,10,113150,663,722
